,ad,al,am,at,au,az,ba,be,bg,by,ch,cy,cz,de,dk,ee,es,fi,fr,gb,ge,gr,hr,hu,ie,il,is,it,lt,lu,lv,ma,mc,md,me,mk,mt,nl,no,pl,pt,ro,rs,ru,se,si,sk,sm,tr,ua
ma,0.909930555555556,0.93125,0.922480158730159,0.918511904761905,0.945178571428572,0.987261904761905,0.920285326745144,0.930741395568128,0.920416666666667,0.919620471645626,0.935545082594066,0.881200641477306,0.931666666666667,0.933452380952381,0.92264880952381,0.920565476190476,0.889940476190476,0.951213736866865,0.926875,0.945178571428572,0.937310606060606,0.880982142857143,0.909077380952381,0.89389880952381,0.945980607607819,0.72389880952381,0.92889880952381,0.886845238095238,0.930185786435787,0.947256684157921,0.965922619047619,0,0.926875,0.899583333333333,0.928511904761905,0.921870450630661,0.684446199395471,0.93327380952381,0.912271825396826,0.928244047619047,0.915357142857143,0.899583333333333,0.926190476190476,0.921902680652681,0.93389880952381,0.928353174603175,0.916994047619048,0.886845238095238,0.969583333333333,0.935297619047619
mc,0.675992063492064,0.888303571428571,0.890416666666667,0.858928571428571,0.844553571428571,0.962916666666667,0.842606846146393,0.515902581329562,0.86202380952381,0.880068272760778,0.630943554348935,0.866658385199538,0.857886904761905,0.872232142857143,0.879910714285714,0.912857142857143,0.741607142857143,0.926451276723642,0,0.844553571428571,0.945803571428572,0.866478174603174,0.832410714285714,0.951011904761905,0.868077209881742,0.862172619047619,0.857232142857143,0.671369047619048,0.87466810966811,0.686135280573999,0.897202380952381,0.926875,0,0.668809523809524,0.839940476190476,0.854129611879758,0.912889784946237,0.85389880952381,0.88671626984127,0.878005952380952,0.68139880952381,0.668809523809524,0.847470238095238,0.88145868020868,0.879136904761905,0.851686507936508,0.849553571428572,0.671369047619048,0.939553571428572,0.870684523809524
md,0.654335317460318,0.867261904761905,0.872440476190476,0.803303571428572,0.834345238095238,0.955555555555556,0.818162088843676,0.772540664780764,0.795347222222222,0.870802377806998,0.777504046854288,0.838921708942517,0.858125,0.826011904761905,0.861130952380952,0.894345238095238,0.685625,0.908490930949767,0.668809523809524,0.834345238095238,0.929512987012987,0.838720238095238,0.814732142857143,0.918095238095238,0.848597228070791,0.893065476190476,0.86139880952381,0.525,0.854779942279942,0.800800760334119,0.88375,0.899583333333333,0.668809523809524,0,0.820803571428572,0.834176598877591,0.879233024461953,0.840803571428572,0.895595238095238,0.866577380952381,0.681517857142857,0,0.821845238095238,0.87588480963481,0.891428571428572,0.829305555555556,0.850982142857143,0.525,0.920416666666667,0.908511904761905
me,0.859077380952381,0.891428571428571,0.916954365079365,0.814761904761905,0.825416666666667,0.934871031746032,0.127177675241002,0.862967644978784,0.402638888888889,0.534300507842602,0.824722806413786,0.864000095414245,0.353303571428572,0.86389880952381,0.88375,0.893928571428572,0.856011904761905,0.90277814803199,0.839940476190476,0.825416666666667,0.916696428571429,0.86389880952381,0.151428571428571,0.894583333333334,0.840795917114082,0.933928571428571,0.871934523809524,0.816309523809524,0.79662968975469,0.862408840222746,0.810386904761905,0.928511904761905,0.839940476190476,0.820803571428572,0,0.487290763738401,0.884739978197314,0.878303571428572,0.8646875,0.515565476190476,0.879136904761905,0.820803571428572,0.188839285714286,0.558170440670441,0.863125,0.257728174603175,0.388303571428571,0.816309523809524,0.904970238095238,0.49625
mk,0.857017882610065,0.735134050119464,0.873454186808913,0.859390870700672,0.872486386619992,0.935564700598248,0.509784794583431,0.865616690377989,0.469701315960067,0.653289354033048,0.863269526861127,0.887839611506699,0.580471675834861,0.855091751403012,0.872188837028394,0.900544674112352,0.871061392176474,0.909030562219572,0.854129611879758,0.872486386619992,0.919166319386565,0.887777824081791,0.504650045840974,0.919824970828471,0.875283484056481,0.918559621047953,0.868969411568595,0.82644228899261,0.842759204606492,0.873574177603231,0.807097745457577,0.921870450630661,0.854129611879758,0.834176598877591,0.487290763738401,0,0.885530448384651,0.873450158359727,0.866083838047082,0.606146649441574,0.862919444907485,0.834176598877591,0.519208479190976,0.67142268628558,0.878071831416347,0.465919759774777,0.568867172306496,0.82644228899261,0.912832624881925,0.652303925654276
mt,0.883826897824687,0.901623938770791,0.939876874700626,0.912070171200634,0.858960253456221,0.923683580265266,0.890800453379116,0.907604912853037,0.887219909816164,0.916615646458536,0.926429205512118,0.925039877917526,0.888202228168409,0.924065302760022,0.909292155988306,0.898522888690683,0.912389014832433,0.899781054759857,0.912889784946237,0.858960253456221,0.906171993834585,0.925062734337578,0.899927159209157,0.914571699040352,0.879281761366742,0.807095803808863,0.891490500553326,0.867316266950762,0.905320273869962,0.9180631119051,0.924658703318303,0.684446199395471,0.912889784946237,0.879233024461953,0.884739978197314,0.885530448384651,0,0.90380732495912,0.90493267870219,0.9011523937532,0.890041303288572,0.879233024461953,0.895750241563847,0.924535943591615,0.89900377624168,0.881343497596749,0.923648099284806,0.867316266950762,0.915794456006475,0.9267104578564
nl,0.835972222222222,0.921607142857143,0.90406746031746,0.645476190476191,0.586904761904762,0.919007936507937,0.853643153853607,0.342639085337105,0.864940476190476,0.86175305999613,0.692101018405221,0.891339897344059,0.864315476190476,0.450595238095238,0.617976190476191,0.914047619047619,0.835714285714286,0.903225981391459,0.85389880952381,0.586904761904762,0.949583333333333,0.891259920634921,0.852053571428572,0.910357142857143,0.676804473570318,0.905416666666667,0.672886904761905,0.801130952380952,0.899094516594517,0.546448873777397,0.879107142857143,0.93327380952381,0.85389880952381,0.840803571428572,0.878303571428572,0.873450158359727,0.90380732495912,0,0.600972222222222,0.863482142857143,0.876130952380952,0.840803571428572,0.847619047619048,0.861795357420358,0.599583333333333,0.847440476190476,0.853035714285715,0.801130952380952,0.923690476190476,0.866607142857143
no,0.835922619047619,0.911954365079365,0.889083994708995,0.711755952380953,0.597232142857143,0.925396825396826,0.856740112669347,0.714395135942166,0.871134259259259,0.878514156673808,0.745594372429557,0.921085728475525,0.848055555555556,0.626924603174603,0.449345238095238,0.922876984126984,0.893313492063492,0.904617462059833,0.88671626984127,0.597232142857143,0.942063492063492,0.921081349206349,0.860972222222222,0.914176587301587,0.680372425898633,0.930486111111111,0.586448412698413,0.853472222222222,0.911187920875421,0.708934959603532,0.883164682539683,0.912271825396826,0.88671626984127,0.895595238095238,0.8646875,0.866083838047082,0.90493267870219,0.600972222222222,0,0.886626984126984,0.904077380952381,0.895595238095238,0.868125,0.884056637806638,0.417142857142857,0.833472222222223,0.858829365079365,0.853472222222222,0.922857142857143,0.881974206349207
pl,0.870496031746032,0.873035714285714,0.925664682539683,0.850565476190476,0.88702380952381,0.910853174603175,0.533382169500557,0.869613684582744,0.552132936507937,0.562503880587813,0.873284101916998,0.882906183332355,0.426815476190476,0.901815476190476,0.912291666666667,0.893928571428572,0.870089285714286,0.87799043437353,0.878005952380952,0.88702380952381,0.924166666666667,0.882787698412698,0.530505952380952,0.909107142857143,0.886949393795838,0.953690476190476,0.899642857142857,0.851517857142857,0.853776154401154,0.882794094024416,0.819047619047619,0.928244047619047,0.878005952380952,0.866577380952381,0.515565476190476,0.606146649441574,0.9011523937532,0.863482142857143,0.886626984126984,0,0.867797619047619,0.866577380952381,0.555327380952381,0.579404831279831,0.893958333333333,0.445228174603175,0.500535714285714,0.851517857142857,0.930833333333333,0.626547619047619
pt,0.627103174603175,0.854940476190476,0.88859126984127,0.829107142857143,0.884553571428572,0.917678571428571,0.862185153562951,0.798732909005186,0.841359126984127,0.865150428370398,0.791623362139288,0.838230175855792,0.88577380952381,0.848214285714286,0.892916666666667,0.912619047619047,0.595654761904762,0.932692488631018,0.68139880952381,0.884553571428572,0.930892857142857,0.838005952380952,0.863511904761905,0.920178571428572,0.893574411341545,0.92452380952381,0.903244047619048,0.574970238095238,0.88539411976912,0.83327095380881,0.887410714285714,0.915357142857143,0.68139880952381,0.681517857142857,0.879136904761905,0.862919444907485,0.890041303288572,0.876130952380952,0.904077380952381,0.867797619047619,0,0.681517857142857,0.872619047619048,0.865953005328005,0.902440476190476,0.865198412698413,0.869285714285714,0.574970238095238,0.928928571428571,0.900892857142857
ro,0.654335317460318,0.867261904761905,0.872440476190476,0.803303571428572,0.834345238095238,0.955555555555556,0.818162088843676,0.772540664780764,0.795347222222222,0.870802377806998,0.777504046854288,0.838921708942517,0.858125,0.826011904761905,0.861130952380952,0.894345238095238,0.685625,0.908490930949767,0.668809523809524,0.834345238095238,0.929512987012987,0.838720238095238,0.814732142857143,0.918095238095238,0.848597228070791,0.893065476190476,0.86139880952381,0.525,0.854779942279942,0.800800760334119,0.88375,0.899583333333333,0.668809523809524,0,0.820803571428572,0.834176598877591,0.879233024461953,0.840803571428572,0.895595238095238,0.866577380952381,0.681517857142857,0,0.821845238095238,0.87588480963481,0.891428571428572,0.829305555555556,0.850982142857143,0.525,0.920416666666667,0.908511904761905
rs,0.884285714285714,0.887678571428571,0.906924603174603,0.79702380952381,0.83327380952381,0.945674603174603,0.158652539601802,0.847671499292787,0.415644841269841,0.585601533562262,0.815641633527072,0.851535166265438,0.413184523809524,0.858869047619048,0.883095238095238,0.885119047619048,0.843452380952381,0.869038602268569,0.847470238095238,0.83327380952381,0.912738095238095,0.85140873015873,0.233214285714286,0.886011904761905,0.850910337053023,0.939345238095238,0.897976190476191,0.789791666666667,0.8142306998557,0.859704701220818,0.801488095238095,0.926190476190476,0.847470238095238,0.821845238095238,0.188839285714286,0.519208479190976,0.895750241563847,0.847619047619048,0.868125,0.555327380952381,0.872619047619048,0.821845238095238,0,0.618203532578532,0.851190476190477,0.328234126984127,0.410595238095238,0.789791666666667,0.902678571428571,0.527321428571429
ru,0.855734751359752,0.898234473859474,0.891685328560329,0.855149433899434,0.884313672438673,0.947240884115884,0.570491624488318,0.869598438552647,0.627430624930625,0.135428648467663,0.881706870782085,0.913783098665959,0.542964812964813,0.86337364024864,0.913491161616162,0.900237817737818,0.886925227550228,0.910804297467991,0.88145868020868,0.884313672438673,0.923478257853258,0.91377109002109,0.546617410367411,0.906119227994228,0.873051938082797,0.914473928848929,0.874829267954268,0.863533619158619,0.749590964590965,0.89112475407734,0.805387876012876,0.921902680652681,0.88145868020868,0.87588480963481,0.558170440670441,0.67142268628558,0.924535943591615,0.861795357420358,0.884056637806638,0.579404831279831,0.865953005328005,0.87588480963481,0.618203532578532,0,0.900307262182262,0.553162948162948,0.555421245421245,0.863533619158619,0.918640595515596,0.599386238761239
se,0.868928571428571,0.927857142857143,0.87109126984127,0.710119047619048,0.5925,0.910496031746032,0.844772652957419,0.710539839698256,0.885218253968254,0.891308688886974,0.73373505531763,0.903308354373397,0.851875,0.624047619047619,0.471309523809524,0.896428571428571,0.873273809523809,0.85547527573049,0.879136904761905,0.5925,0.941666666666667,0.903234126984127,0.839791666666667,0.912083333333334,0.680376706319964,0.921666666666667,0.614434523809524,0.853303571428571,0.917676767676768,0.688712027914614,0.886666666666667,0.93389880952381,0.879136904761905,0.891428571428572,0.863125,0.878071831416347,0.89900377624168,0.599583333333333,0.417142857142857,0.893958333333333,0.902440476190476,0.891428571428572,0.851190476190477,0.900307262182262,0,0.852083333333333,0.855416666666667,0.853303571428571,0.933333333333333,0.859345238095238
si,0.835555555555556,0.868611111111111,0.897857142857143,0.780496031746032,0.847440476190476,0.919424603174603,0.284780343215618,0.848970807795065,0.357113095238095,0.532838332099112,0.819306681452024,0.85271049850273,0.320486111111111,0.832162698412699,0.862400793650794,0.89609126984127,0.851488095238095,0.881549579216978,0.851686507936508,0.847440476190476,0.910257936507936,0.852619047619048,0.254464285714286,0.872996031746032,0.853898107695547,0.932757936507937,0.860287698412699,0.803958333333334,0.807073412698413,0.85248137835844,0.768769841269842,0.928353174603175,0.851686507936508,0.829305555555556,0.257728174603175,0.465919759774777,0.881343497596749,0.847440476190476,0.833472222222223,0.445228174603175,0.865198412698413,0.829305555555556,0.328234126984127,0.553162948162948,0.852083333333333,0,0.389404761904762,0.803958333333334,0.889702380952381,0.474206349206349
sk,0.847916666666667,0.870595238095238,0.885456349206349,0.80875,0.864166666666667,0.941607142857143,0.386527303444267,0.851774516737388,0.499394841269841,0.517579625200262,0.837236827011319,0.856855244358327,0.285416666666667,0.864940476190476,0.8925,0.909345238095238,0.829047619047619,0.900149234227171,0.849553571428572,0.864166666666667,0.938273809523809,0.856706349206349,0.381726190476191,0.888095238095238,0.86905329947012,0.9075,0.909285714285714,0.831934523809524,0.838141233766234,0.865365263796673,0.809255952380952,0.916994047619048,0.849553571428572,0.850982142857143,0.388303571428571,0.568867172306496,0.923648099284806,0.853035714285715,0.858829365079365,0.500535714285714,0.869285714285714,0.850982142857143,0.410595238095238,0.555421245421245,0.855416666666667,0.389404761904762,0,0.831934523809524,0.917083333333334,0.494702380952381
sm,0.601597222222222,0.890327380952381,0.889632936507937,0.789077380952381,0.834464285714286,0.939732142857143,0.794944957128324,0.74988213107025,0.790873015873016,0.859611107150892,0.722067560161109,0.82018051641125,0.828363095238095,0.815476190476191,0.839255952380952,0.917202380952381,0.481458333333333,0.909654258794627,0.671369047619048,0.834464285714286,0.948214285714286,0.819910714285714,0.804107142857143,0.934136904761905,0.853514712074955,0.911577380952381,0.868154761904762,0,0.851216630591631,0.792339410651817,0.854702380952381,0.886845238095238,0.671369047619048,0.525,0.816309523809524,0.82644228899261,0.867316266950762,0.801130952380952,0.853472222222222,0.851517857142857,0.574970238095238,0.525,0.789791666666667,0.863533619158619,0.853303571428571,0.803958333333334,0.831934523809524,0,0.929315476190476,0.843571428571429
tr,0.926388888888889,0.930416666666667,0.88702380952381,0.90125,0.913125,0.435257936507936,0.905172849149833,0.929737741631306,0.912222222222222,0.912081031705005,0.925455223309881,0.913574804767776,0.9075,0.899940476190476,0.950178571428571,0.92625,0.923928571428571,0.902463932883801,0.939553571428572,0.913125,0.921239177489177,0.915833333333333,0.912678571428572,0.856666666666667,0.914602290007135,0.892083333333333,0.908809523809524,0.929315476190476,0.922130230880231,0.911866120511173,0.892261904761905,0.969583333333333,0.939553571428572,0.920416666666667,0.904970238095238,0.912832624881925,0.915794456006475,0.923690476190476,0.922857142857143,0.930833333333333,0.928928571428571,0.920416666666667,0.902678571428571,0.918640595515596,0.933333333333333,0.889702380952381,0.917083333333334,0.929315476190476,0,0.907678571428571
ua,0.845892857142857,0.871428571428571,0.894186507936508,0.855178571428572,0.885357142857143,0.90656746031746,0.511882962747663,0.868271452145215,0.563630952380952,0.548757240506471,0.869165678851841,0.833081244006028,0.51077380952381,0.871607142857143,0.905,0.906785714285715,0.833988095238095,0.871075610266061,0.870684523809524,0.885357142857143,0.943928571428572,0.832896825396825,0.513958333333333,0.902261904761905,0.878094719034752,0.936190476190476,0.882261904761905,0.843571428571429,0.844079184704185,0.868215401227958,0.838452380952381,0.935297619047619,0.870684523809524,0.908511904761905,0.49625,0.652303925654276,0.9267104578564,0.866607142857143,0.881974206349207,0.626547619047619,0.900892857142857,0.908511904761905,0.527321428571429,0.599386238761239,0.859345238095238,0.474206349206349,0.494702380952381,0.843571428571429,0.907678571428571,0
